Transaction,Item,date_time,period_day,weekday_weekend,profit,Profit
7191,Bread,2/25/2017 14:15,afternoon,weekend,2.0,2.24
7191,Sandwich,2/25/2017 14:15,afternoon,weekend,3.5,1.28
7192,Bread,2/25/2017 14:15,afternoon,weekend,2.0,2.24
7192,Sandwich,2/25/2017 14:15,afternoon,weekend,3.5,1.28
7193,Coffee,2/25/2017 14:47,afternoon,weekend,2.0,2.81
7194,Hot chocolate,2/25/2017 14:50,afternoon,weekend,2.5,2.69
7194,Juice,2/25/2017 14:50,afternoon,weekend,2.0,1.07
7194,Tea,2/25/2017 14:50,afternoon,weekend,2.0,2.83
7195,Coffee,2/25/2017 14:55,afternoon,weekend,2.0,2.81
7195,Coffee,2/25/2017 14:55,afternoon,weekend,2.0,2.81
7196,Cake,2/25/2017 15:06,afternoon,weekend,3.0,1.92
7197,Cake,2/25/2017 15:11,afternoon,weekend,3.0,1.92
7197,Coffee,2/25/2017 15:11,afternoon,weekend,2.0,2.81
7198,Soup,2/25/2017 15:18,afternoon,weekend,3.0,2.16
7198,Soup,2/25/2017 15:18,afternoon,weekend,3.0,2.16
7198,Coffee,2/25/2017 15:18,afternoon,weekend,2.0,2.81
7198,Coffee,2/25/2017 15:18,afternoon,weekend,2.0,2.81
7198,Scone,2/25/2017 15:18,afternoon,weekend,2.0,1.14
7198,Hot chocolate,2/25/2017 15:18,afternoon,weekend,2.5,2.69
7199,Tea,2/25/2017 15:40,afternoon,weekend,2.0,2.83
7199,Bread,2/25/2017 15:40,afternoon,weekend,2.0,2.24
7200,Scone,2/25/2017 15:42,afternoon,weekend,2.0,1.14
7200,Cake,2/25/2017 15:42,afternoon,weekend,3.0,1.92
7200,Tea,2/25/2017 15:42,afternoon,weekend,2.0,2.83
7200,Bread,2/25/2017 15:42,afternoon,weekend,2.0,2.24
7201,Sandwich,2/25/2017 16:10,afternoon,weekend,3.5,1.28
7203,Coffee,2/25/2017 16:40,afternoon,weekend,2.0,2.81
7203,Coffee,2/25/2017 16:40,afternoon,weekend,2.0,2.81
7203,Cake,2/25/2017 16:40,afternoon,weekend,3.0,1.92
7203,Cake,2/25/2017 16:40,afternoon,weekend,3.0,1.92
7204,Coffee,2/25/2017 16:41,afternoon,weekend,2.0,2.81
7204,Sandwich,2/25/2017 16:41,afternoon,weekend,3.5,1.28
7205,Bread,2/25/2017 16:41,afternoon,weekend,2.0,2.24
7205,Medialuna,2/25/2017 16:41,afternoon,weekend,1.5,1.15
7206,Cake,2/25/2017 16:51,afternoon,weekend,3.0,1.92
7206,Cake,2/25/2017 16:51,afternoon,weekend,3.0,1.92
7207,Coffee,2/25/2017 16:58,afternoon,weekend,2.0,2.81
7207,Bread,2/25/2017 16:58,afternoon,weekend,2.0,2.24
7208,Hot chocolate,2/25/2017 17:15,evening,weekend,2.5,2.69
7208,Cake,2/25/2017 17:15,evening,weekend,3.0,1.92
7209,Hot chocolate,2/25/2017 17:15,evening,weekend,2.5,2.69
7209,Cake,2/25/2017 17:15,evening,weekend,3.0,1.92
7210,Coffee,2/26/2017 9:07,morning,weekend,2.0,2.81
7210,Medialuna,2/26/2017 9:07,morning,weekend,1.5,1.15
7210,Fudge,2/26/2017 9:07,morning,weekend,2.0,1.39
7211,Bread,2/26/2017 9:26,morning,weekend,2.0,2.24
7212,Coffee,2/26/2017 9:26,morning,weekend,2.0,2.81
7212,Medialuna,2/26/2017 9:26,morning,weekend,1.5,1.15
7212,Fudge,2/26/2017 9:26,morning,weekend,2.0,1.39
7213,Coffee,2/26/2017 9:33,morning,weekend,2.0,2.81
7214,Coffee,2/26/2017 9:34,morning,weekend,2.0,2.81
7214,Coffee,2/26/2017 9:34,morning,weekend,2.0,2.81
7214,Scone,2/26/2017 9:34,morning,weekend,2.0,1.14
7214,Medialuna,2/26/2017 9:34,morning,weekend,1.5,1.15
7215,Bread,2/26/2017 9:35,morning,weekend,2.0,2.24
7216,Medialuna,2/26/2017 9:38,morning,weekend,1.5,1.15
7217,Coffee,2/26/2017 10:06,morning,weekend,2.0,2.81
7217,Medialuna,2/26/2017 10:06,morning,weekend,1.5,1.15
7218,Cake,2/26/2017 10:17,morning,weekend,3.0,1.92
7218,Coffee,2/26/2017 10:17,morning,weekend,2.0,2.81
7218,Coffee,2/26/2017 10:17,morning,weekend,2.0,2.81
7218,Juice,2/26/2017 10:17,morning,weekend,2.0,1.07
7218,Soup,2/26/2017 10:17,morning,weekend,3.0,2.16
7219,Coffee,2/26/2017 10:18,morning,weekend,2.0,2.81
7220,Coffee,2/26/2017 10:18,morning,weekend,2.0,2.81
7221,Tea,2/26/2017 10:20,morning,weekend,2.0,2.83
7221,Coffee,2/26/2017 10:20,morning,weekend,2.0,2.81
7221,Medialuna,2/26/2017 10:20,morning,weekend,1.5,1.15
7222,Coffee,2/26/2017 10:26,morning,weekend,2.0,2.81
7223,Coffee,2/26/2017 10:39,morning,weekend,2.0,2.81
7223,Toast,2/26/2017 10:39,morning,weekend,1.0,2.61
7223,Medialuna,2/26/2017 10:39,morning,weekend,1.5,1.15
7223,Coffee,2/26/2017 10:39,morning,weekend,2.0,2.81
7224,Medialuna,2/26/2017 10:50,morning,weekend,1.5,1.15
7224,Medialuna,2/26/2017 10:50,morning,weekend,1.5,1.15
7224,Cake,2/26/2017 10:50,morning,weekend,3.0,1.92
7224,Scone,2/26/2017 10:50,morning,weekend,2.0,1.14
7225,Bread,2/26/2017 11:00,morning,weekend,2.0,2.24
7225,Medialuna,2/26/2017 11:00,morning,weekend,1.5,1.15
7226,Coffee,2/26/2017 11:09,morning,weekend,2.0,2.81
7228,Bread,2/26/2017 11:30,morning,weekend,2.0,2.24
7228,Alfajores,2/26/2017 11:30,morning,weekend,1.5,1.33
7229,Scone,2/26/2017 11:31,morning,weekend,2.0,1.14
7229,Cake,2/26/2017 11:31,morning,weekend,3.0,1.92
7230,Bread,2/26/2017 11:36,morning,weekend,2.0,2.24
7230,Scone,2/26/2017 11:36,morning,weekend,2.0,1.14
7231,Bread,2/26/2017 11:37,morning,weekend,2.0,2.24
7232,Coffee,2/26/2017 11:43,morning,weekend,2.0,2.81
7232,Coffee,2/26/2017 11:43,morning,weekend,2.0,2.81
7232,Hot chocolate,2/26/2017 11:43,morning,weekend,2.5,2.69
7233,Coffee,2/26/2017 11:51,morning,weekend,2.0,2.81
7233,Hot chocolate,2/26/2017 11:51,morning,weekend,2.5,2.69
7233,Sandwich,2/26/2017 11:51,morning,weekend,3.5,1.28
7233,Cake,2/26/2017 11:51,morning,weekend,3.0,1.92
7234,Alfajores,2/26/2017 11:55,morning,weekend,1.5,1.33
7234,Pastry,2/26/2017 11:55,morning,weekend,2.5,1.83
7234,Baguette,2/26/2017 11:55,morning,weekend,2.0,2.69
7234,Coffee,2/26/2017 11:55,morning,weekend,2.0,2.81
7234,Coffee,2/26/2017 11:55,morning,weekend,2.0,2.81
7235,Bread,2/26/2017 11:59,morning,weekend,2.0,2.24
7236,Tea,2/26/2017 12:00,afternoon,weekend,2.0,2.83
7236,Tea,2/26/2017 12:00,afternoon,weekend,2.0,2.83
7237,Coffee,2/26/2017 12:01,afternoon,weekend,2.0,2.81
7237,Coffee,2/26/2017 12:01,afternoon,weekend,2.0,2.81
7237,Alfajores,2/26/2017 12:01,afternoon,weekend,1.5,1.33
7237,Scone,2/26/2017 12:01,afternoon,weekend,2.0,1.14
7238,Sandwich,2/26/2017 12:04,afternoon,weekend,3.5,1.28
7238,Coffee,2/26/2017 12:04,afternoon,weekend,2.0,2.81
7238,Coffee,2/26/2017 12:04,afternoon,weekend,2.0,2.81
7238,Juice,2/26/2017 12:04,afternoon,weekend,2.0,1.07
7238,Bread,2/26/2017 12:04,afternoon,weekend,2.0,2.24
7240,Cake,2/26/2017 12:17,afternoon,weekend,3.0,1.92
7241,Hot chocolate,2/26/2017 12:19,afternoon,weekend,2.5,2.69
7241,Bread,2/26/2017 12:19,afternoon,weekend,2.0,2.24
7242,Bread,2/26/2017 12:20,afternoon,weekend,2.0,2.24
7243,Tea,2/26/2017 12:32,afternoon,weekend,2.0,2.83
7244,Coffee,2/26/2017 13:01,afternoon,weekend,2.0,2.81
7244,Coffee,2/26/2017 13:01,afternoon,weekend,2.0,2.81
7245,Coffee,2/26/2017 13:08,afternoon,weekend,2.0,2.81
7245,Coffee,2/26/2017 13:08,afternoon,weekend,2.0,2.81
7245,Coffee,2/26/2017 13:08,afternoon,weekend,2.0,2.81
7245,Juice,2/26/2017 13:08,afternoon,weekend,2.0,1.07
7245,Sandwich,2/26/2017 13:08,afternoon,weekend,3.5,1.28
7245,Sandwich,2/26/2017 13:08,afternoon,weekend,3.5,1.28
7246,Coffee,2/26/2017 13:18,afternoon,weekend,2.0,2.81
7247,Bread,2/26/2017 13:47,afternoon,weekend,2.0,2.24
7247,Juice,2/26/2017 13:47,afternoon,weekend,2.0,1.07
7247,Tea,2/26/2017 13:47,afternoon,weekend,2.0,2.83
7247,Coffee,2/26/2017 13:47,afternoon,weekend,2.0,2.81
7248,Pastry,2/26/2017 13:48,afternoon,weekend,2.5,1.83
7248,Cake,2/26/2017 13:48,afternoon,weekend,3.0,1.92
7248,Bread,2/26/2017 13:48,afternoon,weekend,2.0,2.24
7248,Coffee,2/26/2017 13:48,afternoon,weekend,2.0,2.81
7248,Tea,2/26/2017 13:48,afternoon,weekend,2.0,2.83
7249,Pastry,2/26/2017 13:51,afternoon,weekend,2.5,1.83
7249,Coffee,2/26/2017 13:51,afternoon,weekend,2.0,2.81
7250,Toast,2/26/2017 13:52,afternoon,weekend,1.0,2.61
7251,Coffee,2/26/2017 13:53,afternoon,weekend,2.0,2.81
7251,Bread,2/26/2017 13:53,afternoon,weekend,2.0,2.24
7252,Coffee,2/26/2017 13:53,afternoon,weekend,2.0,2.81
7253,Soup,2/26/2017 13:55,afternoon,weekend,3.0,2.16
7253,Tea,2/26/2017 13:55,afternoon,weekend,2.0,2.83
7253,Tea,2/26/2017 13:55,afternoon,weekend,2.0,2.83
7254,Coffee,2/26/2017 13:57,afternoon,weekend,2.0,2.81
7254,Coffee,2/26/2017 13:57,afternoon,weekend,2.0,2.81
7254,Coffee,2/26/2017 13:57,afternoon,weekend,2.0,2.81
7254,Soup,2/26/2017 13:57,afternoon,weekend,3.0,2.16
7254,Soup,2/26/2017 13:57,afternoon,weekend,3.0,2.16
7255,Sandwich,2/26/2017 14:02,afternoon,weekend,3.5,1.28
7255,Sandwich,2/26/2017 14:02,afternoon,weekend,3.5,1.28
7256,Juice,2/26/2017 14:06,afternoon,weekend,2.0,1.07
7257,Cake,2/26/2017 14:08,afternoon,weekend,3.0,1.92
7258,Bread,2/26/2017 14:27,afternoon,weekend,2.0,2.24
7259,Soup,2/26/2017 14:28,afternoon,weekend,3.0,2.16
7259,Coffee,2/26/2017 14:28,afternoon,weekend,2.0,2.81
7259,Coffee,2/26/2017 14:28,afternoon,weekend,2.0,2.81
7260,Bread,2/26/2017 14:32,afternoon,weekend,2.0,2.24
7261,Coffee,2/26/2017 14:45,afternoon,weekend,2.0,2.81
7261,Coffee,2/26/2017 14:45,afternoon,weekend,2.0,2.81
7261,Scone,2/26/2017 14:45,afternoon,weekend,2.0,1.14
7261,Cake,2/26/2017 14:45,afternoon,weekend,3.0,1.92
7262,Coffee,2/26/2017 14:45,afternoon,weekend,2.0,2.81
7262,Coffee,2/26/2017 14:45,afternoon,weekend,2.0,2.81
7262,Scone,2/26/2017 14:45,afternoon,weekend,2.0,1.14
7262,Cake,2/26/2017 14:45,afternoon,weekend,3.0,1.92
7263,Coffee,2/26/2017 14:48,afternoon,weekend,2.0,2.81
7263,Hot chocolate,2/26/2017 14:48,afternoon,weekend,2.5,2.69
7263,Cake,2/26/2017 14:48,afternoon,weekend,3.0,1.92
7265,Coffee,2/26/2017 14:58,afternoon,weekend,2.0,2.81
7265,Coffee,2/26/2017 14:58,afternoon,weekend,2.0,2.81
7265,Cake,2/26/2017 14:58,afternoon,weekend,3.0,1.92
7266,Coffee,2/26/2017 15:02,afternoon,weekend,2.0,2.81
7266,Hot chocolate,2/26/2017 15:02,afternoon,weekend,2.5,2.69
7266,Sandwich,2/26/2017 15:02,afternoon,weekend,3.5,1.28
7266,Sandwich,2/26/2017 15:02,afternoon,weekend,3.5,1.28
7267,Coffee,2/26/2017 15:05,afternoon,weekend,2.0,2.81
7267,Coffee,2/26/2017 15:05,afternoon,weekend,2.0,2.81
7267,Sandwich,2/26/2017 15:05,afternoon,weekend,3.5,1.28
7267,Sandwich,2/26/2017 15:05,afternoon,weekend,3.5,1.28
7268,Coffee,2/26/2017 15:15,afternoon,weekend,2.0,2.81
7268,Coffee,2/26/2017 15:15,afternoon,weekend,2.0,2.81
7269,Bread,2/26/2017 15:42,afternoon,weekend,2.0,2.24
7269,Bread,2/26/2017 15:42,afternoon,weekend,2.0,2.24
7270,Coffee,2/26/2017 15:46,afternoon,weekend,2.0,2.81
7270,Cake,2/26/2017 15:46,afternoon,weekend,3.0,1.92
7271,Coffee,2/26/2017 15:49,afternoon,weekend,2.0,2.81
7271,Soup,2/26/2017 15:49,afternoon,weekend,3.0,2.16
7272,Coffee,2/26/2017 15:49,afternoon,weekend,2.0,2.81
7273,Coffee,2/26/2017 15:51,afternoon,weekend,2.0,2.81
7273,Coffee,2/26/2017 15:51,afternoon,weekend,2.0,2.81
7274,Scone,2/26/2017 16:00,afternoon,weekend,2.0,1.14
7274,Cake,2/26/2017 16:00,afternoon,weekend,3.0,1.92
7274,Tea,2/26/2017 16:00,afternoon,weekend,2.0,2.83
7274,Tea,2/26/2017 16:00,afternoon,weekend,2.0,2.83
7275,Fudge,2/26/2017 16:01,afternoon,weekend,2.0,1.39
7276,Cake,2/26/2017 16:23,afternoon,weekend,3.0,1.92
7277,Coffee,2/27/2017 9:02,morning,weekday,2.0,2.81
7278,Coffee,2/27/2017 9:32,morning,weekday,2.0,2.81
7278,Pastry,2/27/2017 9:32,morning,weekday,2.5,1.83
7279,Coffee,2/27/2017 9:56,morning,weekday,2.0,2.81
7279,Coffee,2/27/2017 9:56,morning,weekday,2.0,2.81
7279,Medialuna,2/27/2017 9:56,morning,weekday,1.5,1.15
7280,Coffee,2/27/2017 10:00,morning,weekday,2.0,2.81
7280,Coffee,2/27/2017 10:00,morning,weekday,2.0,2.81
7281,Coffee,2/27/2017 10:02,morning,weekday,2.0,2.81
7281,Bread,2/27/2017 10:02,morning,weekday,2.0,2.24
7282,Coffee,2/27/2017 10:16,morning,weekday,2.0,2.81
7282,Medialuna,2/27/2017 10:16,morning,weekday,1.5,1.15
7283,Tea,2/27/2017 10:17,morning,weekday,2.0,2.83
7283,Pastry,2/27/2017 10:17,morning,weekday,2.5,1.83
7285,Coffee,2/27/2017 10:40,morning,weekday,2.0,2.81
7285,Juice,2/27/2017 10:40,morning,weekday,2.0,1.07
7286,Bread,2/27/2017 10:54,morning,weekday,2.0,2.24
7286,Coffee,2/27/2017 10:54,morning,weekday,2.0,2.81
7286,Pastry,2/27/2017 10:54,morning,weekday,2.5,1.83
7286,Pastry,2/27/2017 10:54,morning,weekday,2.5,1.83
7287,Bread,2/27/2017 11:03,morning,weekday,2.0,2.24
7288,Bread,2/27/2017 11:05,morning,weekday,2.0,2.24
7288,Coffee,2/27/2017 11:05,morning,weekday,2.0,2.81
7289,Coffee,2/27/2017 11:14,morning,weekday,2.0,2.81
7290,Bread,2/27/2017 11:17,morning,weekday,2.0,2.24
7291,Bread,2/27/2017 11:28,morning,weekday,2.0,2.24
7291,Tea,2/27/2017 11:28,morning,weekday,2.0,2.83
7291,Tea,2/27/2017 11:28,morning,weekday,2.0,2.83
7291,Medialuna,2/27/2017 11:28,morning,weekday,1.5,1.15
7292,Coffee,2/27/2017 11:48,morning,weekday,2.0,2.81
7292,Coffee,2/27/2017 11:48,morning,weekday,2.0,2.81
7293,Coffee,2/27/2017 11:53,morning,weekday,2.0,2.81
7294,Sandwich,2/27/2017 12:18,afternoon,weekday,3.5,1.28
7295,Soup,2/27/2017 12:35,afternoon,weekday,3.0,2.16
7296,Bread,2/27/2017 12:37,afternoon,weekday,2.0,2.24
7296,Soup,2/27/2017 12:37,afternoon,weekday,3.0,2.16
7297,Coffee,2/27/2017 12:41,afternoon,weekday,2.0,2.81
7297,Toast,2/27/2017 12:41,afternoon,weekday,1.0,2.61
7298,Coffee,2/27/2017 12:49,afternoon,weekday,2.0,2.81
7299,Tea,2/27/2017 13:00,afternoon,weekday,2.0,2.83
7299,Tea,2/27/2017 13:00,afternoon,weekday,2.0,2.83
7299,Medialuna,2/27/2017 13:00,afternoon,weekday,1.5,1.15
7302,Coffee,2/27/2017 13:13,afternoon,weekday,2.0,2.81
7303,Tea,2/27/2017 13:32,afternoon,weekday,2.0,2.83
7303,Tea,2/27/2017 13:32,afternoon,weekday,2.0,2.83
7304,Bread,2/27/2017 13:49,afternoon,weekday,2.0,2.24
7304,Bread,2/27/2017 13:49,afternoon,weekday,2.0,2.24
7305,Coffee,2/27/2017 14:11,afternoon,weekday,2.0,2.81
7305,Coffee,2/27/2017 14:11,afternoon,weekday,2.0,2.81
7305,Pastry,2/27/2017 14:11,afternoon,weekday,2.5,1.83
7305,Pastry,2/27/2017 14:11,afternoon,weekday,2.5,1.83
7305,Soup,2/27/2017 14:11,afternoon,weekday,3.0,2.16
7306,Coffee,2/27/2017 14:14,afternoon,weekday,2.0,2.81
7306,Coffee,2/27/2017 14:14,afternoon,weekday,2.0,2.81
7307,Bread,2/27/2017 14:26,afternoon,weekday,2.0,2.24
7307,Bread,2/27/2017 14:26,afternoon,weekday,2.0,2.24
7307,Coffee,2/27/2017 14:26,afternoon,weekday,2.0,2.81
7308,Bread,2/27/2017 14:44,afternoon,weekday,2.0,2.24
7309,Bread,2/27/2017 15:19,afternoon,weekday,2.0,2.24
7309,Bread,2/27/2017 15:19,afternoon,weekday,2.0,2.24
7310,Coffee,2/27/2017 16:01,afternoon,weekday,2.0,2.81
7310,Tea,2/27/2017 16:01,afternoon,weekday,2.0,2.83
7311,Bread,2/27/2017 16:02,afternoon,weekday,2.0,2.24
7313,Bread,2/27/2017 16:58,afternoon,weekday,2.0,2.24
7314,Bread,2/28/2017 8:38,morning,weekday,2.0,2.24
7315,Bread,2/28/2017 8:42,morning,weekday,2.0,2.24
7316,Bread,2/28/2017 8:48,morning,weekday,2.0,2.24
7317,Bread,2/28/2017 9:09,morning,weekday,2.0,2.24
7317,Pastry,2/28/2017 9:09,morning,weekday,2.5,1.83
7318,Juice,2/28/2017 9:30,morning,weekday,2.0,1.07
7318,Tea,2/28/2017 9:30,morning,weekday,2.0,2.83
7320,Coffee,2/28/2017 9:50,morning,weekday,2.0,2.81
7320,Tea,2/28/2017 9:50,morning,weekday,2.0,2.83
7320,Toast,2/28/2017 9:50,morning,weekday,1.0,2.61
7321,Baguette,2/28/2017 9:54,morning,weekday,2.0,2.69
7322,Baguette,2/28/2017 9:59,morning,weekday,2.0,2.69
7322,Pastry,2/28/2017 9:59,morning,weekday,2.5,1.83
7322,Cake,2/28/2017 9:59,morning,weekday,3.0,1.92
7322,Coffee,2/28/2017 9:59,morning,weekday,2.0,2.81
7323,Coffee,2/28/2017 10:08,morning,weekday,2.0,2.81
7324,Bread,2/28/2017 10:24,morning,weekday,2.0,2.24
7325,Bread,2/28/2017 10:28,morning,weekday,2.0,2.24
7326,Bread,2/28/2017 10:34,morning,weekday,2.0,2.24
7326,Bread,2/28/2017 10:34,morning,weekday,2.0,2.24
7327,Pastry,2/28/2017 10:40,morning,weekday,2.5,1.83
7327,Coffee,2/28/2017 10:40,morning,weekday,2.0,2.81
7327,Coffee,2/28/2017 10:40,morning,weekday,2.0,2.81
7328,Bread,2/28/2017 10:41,morning,weekday,2.0,2.24
7329,Bread,2/28/2017 10:58,morning,weekday,2.0,2.24
7329,Bread,2/28/2017 10:58,morning,weekday,2.0,2.24
7329,Bread,2/28/2017 10:58,morning,weekday,2.0,2.24
7330,Coffee,2/28/2017 11:16,morning,weekday,2.0,2.81
7330,Coffee,2/28/2017 11:16,morning,weekday,2.0,2.81
7330,Bread,2/28/2017 11:16,morning,weekday,2.0,2.24
7331,Bread,2/28/2017 11:18,morning,weekday,2.0,2.24
7331,Bread,2/28/2017 11:18,morning,weekday,2.0,2.24
7331,Tea,2/28/2017 11:18,morning,weekday,2.0,2.83
7331,Pastry,2/28/2017 11:18,morning,weekday,2.5,1.83
7332,Coffee,2/28/2017 11:30,morning,weekday,2.0,2.81
7332,Bread,2/28/2017 11:30,morning,weekday,2.0,2.24
7334,Coffee,2/28/2017 11:40,morning,weekday,2.0,2.81
7334,Bread,2/28/2017 11:40,morning,weekday,2.0,2.24
7335,Coffee,2/28/2017 11:55,morning,weekday,2.0,2.81
7335,Coffee,2/28/2017 11:55,morning,weekday,2.0,2.81
7336,Bread,2/28/2017 11:55,morning,weekday,2.0,2.24
7337,Baguette,2/28/2017 12:08,afternoon,weekday,2.0,2.69
7338,Bread,2/28/2017 12:24,afternoon,weekday,2.0,2.24
7339,Coffee,2/28/2017 12:35,afternoon,weekday,2.0,2.81
7340,Bread,2/28/2017 12:51,afternoon,weekday,2.0,2.24
7341,Coffee,2/28/2017 13:26,afternoon,weekday,2.0,2.81
7341,Soup,2/28/2017 13:26,afternoon,weekday,3.0,2.16
7342,Bread,2/28/2017 13:32,afternoon,weekday,2.0,2.24
7342,Pastry,2/28/2017 13:32,afternoon,weekday,2.5,1.83
7343,Tea,2/28/2017 13:32,afternoon,weekday,2.0,2.83
7344,Coffee,2/28/2017 13:36,afternoon,weekday,2.0,2.81
7345,Coffee,2/28/2017 13:38,afternoon,weekday,2.0,2.81
7346,Coffee,2/28/2017 13:44,afternoon,weekday,2.0,2.81
7346,Sandwich,2/28/2017 13:44,afternoon,weekday,3.5,1.28
7346,Soup,2/28/2017 13:44,afternoon,weekday,3.0,2.16
7347,Coffee,2/28/2017 14:02,afternoon,weekday,2.0,2.81
7348,Baguette,2/28/2017 14:17,afternoon,weekday,2.0,2.69
7348,Pastry,2/28/2017 14:17,afternoon,weekday,2.5,1.83
7349,Hot chocolate,2/28/2017 14:19,afternoon,weekday,2.5,2.69
7349,Tea,2/28/2017 14:19,afternoon,weekday,2.0,2.83
7349,Sandwich,2/28/2017 14:19,afternoon,weekday,3.5,1.28
7349,Sandwich,2/28/2017 14:19,afternoon,weekday,3.5,1.28
7350,Coffee,2/28/2017 14:20,afternoon,weekday,2.0,2.81
7351,Tea,2/28/2017 14:45,afternoon,weekday,2.0,2.83
7351,Cake,2/28/2017 14:45,afternoon,weekday,3.0,1.92
7352,Coffee,2/28/2017 15:07,afternoon,weekday,2.0,2.81
7352,Coffee,2/28/2017 15:07,afternoon,weekday,2.0,2.81
7352,Alfajores,2/28/2017 15:07,afternoon,weekday,1.5,1.33
7352,Pastry,2/28/2017 15:07,afternoon,weekday,2.5,1.83
7353,Coffee,2/28/2017 15:10,afternoon,weekday,2.0,2.81
7353,Hot chocolate,2/28/2017 15:10,afternoon,weekday,2.5,2.69
7354,Coffee,2/28/2017 15:26,afternoon,weekday,2.0,2.81
7354,Coffee,2/28/2017 15:26,afternoon,weekday,2.0,2.81
7354,Coffee,2/28/2017 15:26,afternoon,weekday,2.0,2.81
7355,Coffee,2/28/2017 15:34,afternoon,weekday,2.0,2.81
7355,Sandwich,2/28/2017 15:34,afternoon,weekday,3.5,1.28
7356,Tea,2/28/2017 15:57,afternoon,weekday,2.0,2.83
7356,Tea,2/28/2017 15:57,afternoon,weekday,2.0,2.83
7356,Bread,2/28/2017 15:57,afternoon,weekday,2.0,2.24
7356,Alfajores,2/28/2017 15:57,afternoon,weekday,1.5,1.33
7356,Bread,2/28/2017 15:57,afternoon,weekday,2.0,2.24
7357,Hot chocolate,2/28/2017 16:00,afternoon,weekday,2.5,2.69
7357,Coffee,2/28/2017 16:00,afternoon,weekday,2.0,2.81
7357,Coffee,2/28/2017 16:00,afternoon,weekday,2.0,2.81
7358,Coffee,2/28/2017 16:06,afternoon,weekday,2.0,2.81
7358,Cake,2/28/2017 16:06,afternoon,weekday,3.0,1.92
7359,Tea,2/28/2017 16:28,afternoon,weekday,2.0,2.83
7360,Smoothies,2/28/2017 16:34,afternoon,weekday,2.5,1.15
7360,Cake,2/28/2017 16:34,afternoon,weekday,3.0,1.92
7360,Coffee,2/28/2017 16:34,afternoon,weekday,2.0,2.81
7360,Bread,2/28/2017 16:34,afternoon,weekday,2.0,2.24
7361,Bread,2/28/2017 16:47,afternoon,weekday,2.0,2.24
7362,Bread,2/28/2017 16:59,afternoon,weekday,2.0,2.24
7364,Coffee,2/28/2017 17:28,evening,weekday,2.0,2.81
7364,Coffee,2/28/2017 17:28,evening,weekday,2.0,2.81
7364,Cake,2/28/2017 17:28,evening,weekday,3.0,1.92
7364,Cake,2/28/2017 17:28,evening,weekday,3.0,1.92
7365,Hot chocolate,2/28/2017 17:30,evening,weekday,2.5,2.69
7365,Tea,2/28/2017 17:30,evening,weekday,2.0,2.83
7365,Pastry,2/28/2017 17:30,evening,weekday,2.5,1.83
7366,Cake,2/28/2017 17:31,evening,weekday,3.0,1.92
7366,Coffee,2/28/2017 17:31,evening,weekday,2.0,2.81
7366,Hot chocolate,2/28/2017 17:31,evening,weekday,2.5,2.69
7367,Bread,2/28/2017 17:33,evening,weekday,2.0,2.24
7367,Tea,2/28/2017 17:33,evening,weekday,2.0,2.83
7367,Coffee,2/28/2017 17:33,evening,weekday,2.0,2.81
7368,Coffee,3/1/2017 9:24,morning,weekday,2.0,2.81
7369,Coffee,3/1/2017 9:34,morning,weekday,2.0,2.81
7370,Coffee,3/1/2017 9:45,morning,weekday,2.0,2.81
7370,Tea,3/1/2017 9:45,morning,weekday,2.0,2.83
7370,Toast,3/1/2017 9:45,morning,weekday,1.0,2.61
7371,Coffee,3/1/2017 9:46,morning,weekday,2.0,2.81
7371,Coffee,3/1/2017 9:46,morning,weekday,2.0,2.81
7372,Bread,3/1/2017 9:54,morning,weekday,2.0,2.24
7373,Coffee,3/1/2017 9:57,morning,weekday,2.0,2.81
7373,Coffee,3/1/2017 9:57,morning,weekday,2.0,2.81
7373,Alfajores,3/1/2017 9:57,morning,weekday,1.5,1.33
7373,Pastry,3/1/2017 9:57,morning,weekday,2.5,1.83
7373,Pastry,3/1/2017 9:57,morning,weekday,2.5,1.83
7373,Juice,3/1/2017 9:57,morning,weekday,2.0,1.07
7374,Coffee,3/1/2017 10:09,morning,weekday,2.0,2.81
7374,Baguette,3/1/2017 10:09,morning,weekday,2.0,2.69
7375,Coffee,3/1/2017 10:27,morning,weekday,2.0,2.81
7375,Coffee,3/1/2017 10:27,morning,weekday,2.0,2.81
7375,Cake,3/1/2017 10:27,morning,weekday,3.0,1.92
7375,Pastry,3/1/2017 10:27,morning,weekday,2.5,1.83
7376,Tea,3/1/2017 10:28,morning,weekday,2.0,2.83
7376,Coffee,3/1/2017 10:28,morning,weekday,2.0,2.81
7377,Bread,3/1/2017 10:36,morning,weekday,2.0,2.24
7377,Pastry,3/1/2017 10:36,morning,weekday,2.5,1.83
7378,Bread,3/1/2017 10:37,morning,weekday,2.0,2.24
7378,Pastry,3/1/2017 10:37,morning,weekday,2.5,1.83
7379,Vegan mincepie,3/1/2017 11:10,morning,weekday,2.0,1.89
7379,Coffee,3/1/2017 11:10,morning,weekday,2.0,2.81
7379,Baguette,3/1/2017 11:10,morning,weekday,2.0,2.69
7380,Baguette,3/1/2017 11:20,morning,weekday,2.0,2.69
7381,Bread,3/1/2017 11:34,morning,weekday,2.0,2.24
7381,Coffee,3/1/2017 11:34,morning,weekday,2.0,2.81
7381,Tea,3/1/2017 11:34,morning,weekday,2.0,2.83
7382,Coffee,3/1/2017 11:35,morning,weekday,2.0,2.81
